timestamp,elapsed_s,cam0_fps,cam1_fps,cam2_fps,cam3_fps,cam4_fps,cam0_gf,cam1_gf,cam2_gf,cam3_gf,cam4_gf,new_alerts
2026-07-27 00:35:00,17098,29.70,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 00:36:00,17158,29.71,29.71,29.73,29.70,29.70,0,0,0,0,0,0
2026-07-27 00:37:00,17218,29.73,29.71,29.71,29.70,29.70,0,0,0,0,0,0
2026-07-27 00:38:00,17278,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 00:39:00,17338,29.71,29.73,29.70,29.73,29.71,0,0,0,0,0,0
2026-07-27 00:40:00,17398,29.70,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 00:41:00,17458,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 00:42:00,17518,29.71,29.70,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 00:43:00,17578,29.71,29.71,29.73,29.73,29.71,0,0,0,0,0,0
2026-07-27 00:44:00,17638,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 00:45:00,17698,29.71,29.70,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 00:46:01,17758,29.71,29.73,29.71,29.73,29.73,0,0,0,0,0,0
2026-07-27 00:47:00,17818,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 00:48:00,17878,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 00:49:00,17938,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 00:50:00,17998,29.71,29.73,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 00:51:00,18058,29.71,29.71,29.73,29.70,29.71,0,0,0,0,0,0
2026-07-27 00:52:00,18118,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 00:53:00,18178,29.71,29.70,29.71,29.73,29.73,0,0,0,0,0,0
2026-07-27 00:54:00,18238,29.71,29.71,29.71,29.70,29.70,0,0,0,0,0,0
2026-07-27 00:55:00,18298,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 00:56:00,18358,29.71,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 00:57:00,18418,29.71,29.73,29.71,29.73,29.70,0,0,0,0,0,0
2026-07-27 00:58:00,18478,29.71,29.71,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-27 00:59:00,18538,29.73,29.71,29.71,29.71,29.51,0,0,0,0,0,0
2026-07-27 01:00:00,18598,29.71,29.71,29.71,29.71,29.72,0,0,0,0,0,0
2026-07-27 01:01:00,18658,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 01:02:00,18718,29.73,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 01:03:00,18778,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 01:04:00,18838,29.71,29.73,29.71,29.73,29.73,0,0,0,0,0,0
2026-07-27 01:05:00,18898,29.71,29.71,29.73,29.71,29.70,0,0,0,0,0,0
2026-07-27 01:06:00,18958,29.73,29.71,29.70,29.71,29.71,0,0,0,0,0,0
2026-07-27 01:07:00,19018,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 01:08:00,19078,29.71,29.71,29.73,29.73,29.73,0,0,0,0,0,0
2026-07-27 01:09:00,19138,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 01:10:00,19198,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 01:11:00,19258,29.71,29.73,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 01:12:00,19318,29.70,29.71,29.73,29.73,29.70,0,0,0,0,0,0
2026-07-27 01:13:00,19378,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 01:14:00,19438,29.71,29.73,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 01:15:00,19498,29.71,29.71,29.71,29.73,29.73,0,0,0,0,0,0
2026-07-27 01:16:00,19558,29.71,29.71,29.70,29.71,29.71,0,0,0,0,0,0
2026-07-27 01:17:00,19618,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 01:18:00,19678,29.71,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 01:19:00,19738,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 01:20:00,19798,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 01:21:00,19858,29.73,29.70,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 01:22:00,19918,29.71,29.73,29.71,29.73,29.73,0,0,0,0,0,0
2026-07-27 01:23:00,19978,29.71,29.71,29.73,29.71,29.70,0,0,0,0,0,0
2026-07-27 01:24:00,20038,29.73,29.70,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 01:25:00,20098,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 01:26:00,20158,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 01:27:00,20218,29.71,29.71,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-27 01:28:00,20278,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 01:29:00,20338,29.71,29.72,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 01:30:00,20398,29.71,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 01:31:00,20458,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 01:32:00,20518,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 01:33:00,20578,29.71,29.71,29.71,29.73,29.73,0,0,0,0,0,0
2026-07-27 01:34:00,20638,29.70,29.71,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-27 01:35:00,20698,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 01:36:00,20758,29.71,29.73,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 01:37:00,20818,29.71,29.71,29.73,29.73,29.73,0,0,0,0,0,0
2026-07-27 01:38:00,20878,29.70,29.70,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 01:39:00,20938,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 01:40:00,20998,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 01:41:00,21058,29.71,29.71,29.73,29.71,29.69,0,0,0,0,0,0
2026-07-27 01:42:00,21118,29.73,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 01:43:00,21178,29.71,29.73,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 01:44:00,21238,29.71,29.71,29.73,29.73,29.73,0,0,0,0,0,0
2026-07-27 01:45:00,21298,29.71,29.71,29.73,29.71,29.51,0,0,0,0,0,0
2026-07-27 01:46:00,21358,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 01:47:00,21418,29.71,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 01:48:00,21478,29.71,29.70,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 01:49:00,21538,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 01:50:00,21598,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 01:51:00,21658,29.71,29.70,29.71,29.73,29.73,0,0,0,0,0,0
2026-07-27 01:52:00,21718,29.71,29.71,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-27 01:53:00,21778,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 01:54:00,21838,29.71,29.73,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 01:55:00,21898,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 01:56:00,21958,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 01:57:00,22018,29.73,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 01:58:00,22078,29.71,29.71,29.70,29.73,29.73,0,0,0,0,0,0
2026-07-27 01:59:00,22138,29.71,29.71,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-27 02:00:00,22198,29.73,29.71,29.71,29.70,29.71,0,0,0,0,0,0
2026-07-27 02:01:01,22259,29.71,29.73,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 02:02:01,22319,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 02:03:01,22379,29.71,29.71,29.73,29.71,29.70,0,0,0,0,0,0
2026-07-27 02:04:01,22439,29.73,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 02:05:01,22499,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 02:06:01,22559,29.71,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 02:07:01,22619,29.73,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 02:08:01,22679,29.70,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 02:09:01,22739,29.70,29.71,29.71,29.73,29.70,0,0,0,0,0,0
2026-07-27 02:10:01,22799,29.71,29.71,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-27 02:11:01,22859,29.71,29.73,29.70,29.71,29.71,0,0,0,0,0,0
2026-07-27 02:12:01,22919,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 02:13:01,22979,29.71,29.71,29.71,29.70,29.73,0,0,0,0,0,0
2026-07-27 02:14:01,23039,29.73,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 02:15:01,23099,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 02:16:01,23159,29.71,29.71,29.71,29.73,29.70,0,0,0,0,0,0
2026-07-27 02:17:01,23219,29.70,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 02:18:01,23279,29.73,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 02:19:01,23339,29.71,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 02:20:01,23399,29.71,29.71,29.71,29.70,29.73,0,0,0,0,0,0
2026-07-27 02:21:01,23459,29.71,29.71,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-27 02:22:01,23519,29.73,29.73,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 02:23:01,23579,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 02:24:01,23639,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 02:25:01,23699,29.73,29.71,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-27 02:26:01,23759,29.71,29.73,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 02:27:01,23819,29.71,29.70,29.70,29.71,29.73,0,0,0,0,0,0
2026-07-27 02:28:01,23879,29.71,29.70,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 02:29:01,23939,29.73,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 02:30:01,23999,29.71,29.71,29.71,29.73,29.70,0,0,0,0,0,0
2026-07-27 02:31:01,24059,29.71,29.71,29.71,29.70,29.70,0,0,0,0,0,0
2026-07-27 02:32:01,24119,29.73,29.71,29.73,29.71,29.70,0,0,0,0,0,0
2026-07-27 02:33:01,24179,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 02:34:01,24239,29.71,29.71,29.71,29.73,29.70,0,0,0,0,0,0
2026-07-27 02:35:01,24299,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 02:36:01,24359,29.73,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 02:37:01,24419,29.71,29.70,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 02:38:01,24479,29.70,29.71,29.71,29.73,29.73,0,0,0,0,0,0
2026-07-27 02:39:01,24539,29.73,29.71,29.73,29.71,29.70,0,0,0,0,0,0
2026-07-27 02:40:01,24599,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 02:41:01,24659,29.71,29.70,29.71,29.70,29.71,0,0,0,0,0,0
2026-07-27 02:42:01,24719,29.70,29.71,29.71,29.70,29.73,0,0,0,0,0,0
2026-07-27 02:43:01,24779,29.73,29.73,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 02:44:01,24839,29.70,29.71,29.71,29.70,29.70,0,0,0,0,0,0
2026-07-27 02:45:01,24899,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 02:46:01,24959,29.71,29.71,29.71,29.70,29.71,0,0,0,0,0,0
2026-07-27 02:47:01,25019,29.73,29.73,29.73,29.71,29.70,0,0,0,0,0,0
2026-07-27 02:48:01,25079,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 02:49:01,25139,29.71,29.70,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 02:50:01,25199,29.73,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 02:51:01,25259,29.70,29.73,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 02:52:01,25319,29.70,29.71,29.70,29.73,29.70,0,0,0,0,0,0
2026-07-27 02:53:01,25379,29.70,29.71,29.70,29.70,29.70,0,0,0,0,0,0
2026-07-27 02:54:01,25439,29.73,29.73,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-27 02:55:01,25499,29.71,29.70,29.71,29.73,29.70,0,0,0,0,0,0
2026-07-27 02:56:01,25559,29.71,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 02:57:01,25619,29.72,29.71,29.70,29.71,29.71,0,0,0,0,0,0
2026-07-27 02:58:01,25679,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 02:59:01,25739,29.71,29.70,29.71,29.73,29.70,0,0,0,0,0,0
2026-07-27 03:00:01,25799,29.71,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 03:01:01,25859,29.73,29.73,29.72,29.71,29.71,0,0,0,0,0,0
2026-07-27 03:02:01,25919,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 03:03:01,25979,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 03:04:01,26039,29.73,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 03:05:01,26099,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 03:06:01,26159,29.71,29.71,29.70,29.71,29.71,0,0,0,0,0,0
2026-07-27 03:07:01,26219,29.71,29.70,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 03:08:01,26279,29.74,29.73,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-27 03:09:01,26339,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 03:10:01,26399,29.71,29.71,29.71,29.73,29.70,0,0,0,0,0,0
2026-07-27 03:11:01,26459,29.71,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 03:12:01,26519,29.73,29.73,29.73,29.70,29.70,0,0,0,0,0,0
2026-07-27 03:13:01,26579,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 03:14:01,26639,29.71,29.71,29.70,29.73,29.73,0,0,0,0,0,0
2026-07-27 03:15:01,26699,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 03:16:01,26759,29.71,29.71,29.73,29.70,29.71,0,0,0,0,0,0
2026-07-27 03:17:01,26819,29.71,29.71,29.71,29.73,29.70,0,0,0,0,0,0
2026-07-27 03:18:02,26879,29.71,29.70,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 03:19:01,26939,29.73,29.73,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 03:20:01,26999,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 03:21:01,27059,29.71,29.71,29.71,29.73,29.73,0,0,0,0,0,0
2026-07-27 03:22:01,27119,29.70,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 03:23:01,27179,29.71,29.71,29.73,29.70,29.71,0,0,0,0,0,0
2026-07-27 03:24:01,27239,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 03:25:01,27299,29.71,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 03:26:01,27359,29.73,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 03:27:01,27419,29.71,29.71,29.73,29.71,29.70,0,0,0,0,0,0
2026-07-27 03:28:01,27479,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 03:29:01,27539,29.71,29.73,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 03:30:01,27599,29.71,29.71,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-27 03:31:01,27659,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 03:32:01,27719,29.70,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 03:33:01,27779,29.73,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 03:34:01,27839,29.71,29.71,29.73,29.71,29.70,0,0,0,0,0,0
2026-07-27 03:35:01,27899,29.70,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 03:36:01,27959,29.71,29.73,29.71,29.70,29.73,0,0,0,0,0,0
2026-07-27 03:37:01,28019,29.73,29.71,29.73,29.71,29.70,0,0,0,0,0,0
2026-07-27 03:38:01,28079,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 03:39:01,28139,29.71,29.71,29.71,29.73,29.70,0,0,0,0,0,0
2026-07-27 03:40:01,28199,29.73,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 03:41:01,28259,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 03:42:01,28319,29.71,29.71,29.70,29.71,29.70,0,0,0,0,0,0
2026-07-27 03:43:01,28379,29.71,29.70,29.71,29.71,29.74,0,0,0,0,0,0
2026-07-27 03:44:01,28439,29.73,29.73,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 03:45:01,28499,29.70,29.71,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-27 03:46:01,28559,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 03:47:01,28619,29.71,29.73,29.71,29.70,29.70,0,0,0,0,0,0
2026-07-27 03:48:01,28679,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 03:49:01,28739,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 03:50:01,28799,29.71,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 03:51:01,28859,29.73,29.73,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 03:52:01,28919,29.71,29.71,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-27 03:53:01,28979,29.70,29.70,29.71,29.73,29.70,0,0,0,0,0,0
2026-07-27 03:54:01,29039,29.71,29.73,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 03:55:01,29099,29.73,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 03:56:01,29159,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 03:57:01,29219,29.70,29.71,29.71,29.73,29.70,0,0,0,0,0,0
2026-07-27 03:58:01,29279,29.74,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 03:59:01,29339,29.71,29.71,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-27 04:00:01,29399,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 04:01:01,29459,29.71,29.73,29.71,29.73,29.73,0,0,0,0,0,0
2026-07-27 04:02:01,29519,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 04:03:01,29579,29.71,29.71,29.73,29.71,29.70,0,0,0,0,0,0
2026-07-27 04:04:01,29639,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 04:05:01,29699,29.73,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 04:06:01,29759,29.70,29.71,29.73,29.71,29.70,0,0,0,0,0,0
2026-07-27 04:07:01,29819,29.71,29.71,29.71,29.71,29.51,0,0,0,0,0,0
2026-07-27 04:08:01,29879,29.71,29.73,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 04:09:01,29939,29.71,29.70,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 04:10:01,29999,29.71,29.71,29.71,29.70,29.70,0,0,0,0,0,0
2026-07-27 04:11:01,30059,29.70,29.71,29.71,29.73,29.70,0,0,0,0,0,0
2026-07-27 04:12:01,30119,29.70,29.73,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 04:13:01,30179,29.73,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 04:14:01,30239,29.71,29.71,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-27 04:15:01,30299,29.71,29.71,29.71,29.74,29.70,0,0,0,0,0,0
2026-07-27 04:16:01,30359,29.71,29.73,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 04:17:01,30419,29.71,29.71,29.71,29.70,29.70,0,0,0,0,0,0
2026-07-27 04:18:01,30479,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 04:19:01,30539,29.71,29.73,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 04:20:01,30599,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 04:21:01,30659,29.71,29.71,29.73,29.71,29.70,0,0,0,0,0,0
2026-07-27 04:22:01,30719,29.71,29.71,29.70,29.71,29.71,0,0,0,0,0,0
2026-07-27 04:23:01,30779,29.71,29.73,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 04:24:01,30839,29.70,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 04:25:01,30899,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 04:26:01,30959,29.71,29.73,29.71,29.73,29.70,0,0,0,0,0,0
2026-07-27 04:27:01,31019,29.73,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 04:28:01,31079,29.70,29.71,29.73,29.71,29.70,0,0,0,0,0,0
2026-07-27 04:29:01,31139,29.71,29.71,29.71,29.70,29.71,0,0,0,0,0,0
2026-07-27 04:30:01,31199,29.71,29.71,29.70,29.71,29.73,0,0,0,0,0,0
2026-07-27 04:31:01,31259,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 04:32:01,31319,29.73,29.71,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-27 04:33:01,31379,29.73,29.73,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 04:34:01,31439,29.71,29.71,29.70,29.71,29.73,0,0,0,0,0,0
2026-07-27 04:35:01,31499,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 04:36:01,31559,29.73,29.71,29.73,29.71,29.70,0,0,0,0,0,0
2026-07-27 04:37:01,31619,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 04:38:01,31679,29.71,29.71,29.70,29.71,29.70,0,0,0,0,0,0
2026-07-27 04:39:01,31739,29.71,29.71,29.71,29.69,29.71,0,0,0,0,0,0
2026-07-27 04:40:01,31799,29.73,29.71,29.73,29.72,29.71,0,0,0,0,0,0
2026-07-27 04:41:01,31859,29.71,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 04:42:01,31919,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 04:43:01,31979,29.73,29.71,29.73,29.71,29.70,0,0,0,0,0,0
2026-07-27 04:44:01,32039,29.71,29.73,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 04:45:01,32099,29.71,29.70,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 04:46:01,32159,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 04:47:01,32219,29.73,29.71,29.73,29.73,29.70,0,0,0,0,0,0
2026-07-27 04:48:01,32279,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 04:49:01,32339,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 04:50:01,32399,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 04:51:01,32459,29.71,29.73,29.70,29.71,29.70,0,0,0,0,0,0
2026-07-27 04:52:01,32519,29.71,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 04:53:01,32579,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 04:54:01,32639,29.73,29.70,29.73,29.71,29.70,0,0,0,0,0,0
2026-07-27 04:55:01,32699,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 04:56:01,32759,29.71,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 04:57:01,32819,29.71,29.71,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-27 04:58:01,32879,29.70,29.73,29.71,29.73,29.70,0,0,0,0,0,0
2026-07-27 04:59:01,32939,29.71,29.70,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 05:00:01,32999,29.70,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 05:01:01,33059,29.71,29.71,29.73,29.73,29.71,0,0,0,0,0,0
2026-07-27 05:02:01,33119,29.73,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 05:03:01,33179,29.71,29.70,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 05:04:01,33239,29.71,29.71,29.71,29.70,29.70,0,0,0,0,0,0
2026-07-27 05:05:01,33299,29.73,29.71,29.73,29.73,29.70,0,0,0,0,0,0
2026-07-27 05:06:01,33359,29.71,29.73,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-27 05:07:01,33419,29.71,29.71,29.71,29.70,29.71,0,0,0,0,0,0
2026-07-27 05:08:01,33479,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-27 05:09:01,33539,29.73,29.73,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 05:10:01,33599,29.71,29.71,29.70,29.71,29.73,0,0,0,0,0,0
2026-07-27 05:11:01,33659,29.71,29.70,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 05:12:01,33719,29.71,29.71,29.73,29.73,29.70,0,0,0,0,0,0
2026-07-27 05:13:01,33779,29.71,29.71,29.70,29.71,29.70,0,0,0,0,0,0
2026-07-27 05:14:01,33839,29.70,29.71,29.71,29.71,29.72,0,0,0,0,0,0
2026-07-27 05:15:01,33899,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 05:16:01,33959,29.73,29.73,29.73,29.71,29.70,0,0,0,0,0,0
2026-07-27 05:17:01,34019,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 05:18:01,34079,29.70,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 05:19:01,34139,29.73,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-27 05:20:01,34199,29.71,29.70,29.71,29.70,29.70,0,0,0,0,0,0
2026-07-27 05:21:01,34259,29.71,29.71,29.71,29.70,29.73,0,0,0,0,0,0
2026-07-27 05:22:01,34319,29.70,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-27 05:23:01,34379,29.73,29.73,29.73,29.73,29.70,0,0,0,0,0,0
