timestamp,elapsed_s,cam0_fps,cam1_fps,cam2_fps,cam3_fps,cam4_fps,cam0_gf,cam1_gf,cam2_gf,cam3_gf,cam4_gf,new_alerts
2026-07-26 20:31:02,2460,29.71,29.72,29.72,29.70,29.70,0,0,0,0,0,0
2026-07-26 20:32:07,2525,5.91,5.71,5.84,5.48,29.71,0,0,0,0,0,4
2026-07-26 20:33:19,2597,29.87,29.92,29.90,30.02,29.70,0,0,0,0,0,0
2026-07-26 20:35:09,2707,29.94,29.99,30.03,29.91,29.96,0,0,0,0,0,0
2026-07-26 20:36:26,2777,6.55,9.63,0.50,2.63,2.86,0,0,0,0,0,5
2026-07-26 20:37:21,2838,28.09,28.60,29.03,29.44,29.17,0,0,0,0,0,0
2026-07-26 20:38:26,2901,15.00,0.58,1.32,0.95,22.82,0,0,0,0,0,4
2026-07-26 20:39:42,2979,26.90,28.83,29.32,29.17,29.39,0,0,0,0,0,0
2026-07-26 20:40:43,3040,28.97,29.58,29.36,28.85,28.77,0,0,0,0,0,0
2026-07-26 20:41:43,3101,1.49,1.59,10.10,28.57,29.69,0,0,0,0,0,3
2026-07-26 20:42:44,3162,29.57,29.30,29.39,28.66,29.28,0,0,0,0,0,0
2026-07-26 20:43:46,3223,2.50,1.92,1.93,2.14,1.81,0,0,0,0,0,5
2026-07-26 20:44:50,3287,1.75,2.09,2.16,2.92,2.37,0,0,0,0,0,5
2026-07-26 20:45:50,3348,2.55,3.33,3.33,3.48,20.73,0,0,0,0,0,4
2026-07-26 20:46:53,3410,28.08,25.19,26.78,1.79,1.85,0,0,0,0,0,2
2026-07-26 20:47:54,3472,28.11,6.92,6.59,23.79,1.98,0,0,0,0,0,3
2026-07-26 20:48:57,3534,23.99,27.36,17.66,18.53,1.87,0,0,0,0,0,3
2026-07-26 20:49:59,3597,1.14,1.14,1.14,0.72,0.72,0,0,0,0,0,5
2026-07-26 20:50:59,3657,29.71,29.73,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 20:51:59,3717,29.73,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 20:52:59,3777,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 20:53:59,3837,29.71,29.73,29.71,29.70,29.73,0,0,0,0,0,0
2026-07-26 20:54:59,3897,29.73,29.71,29.73,29.71,29.70,0,0,0,0,0,0
2026-07-26 20:55:59,3957,29.71,29.71,29.71,29.73,29.70,0,0,0,0,0,0
2026-07-26 20:56:59,4017,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 20:57:59,4077,29.71,29.73,29.70,29.71,29.73,0,0,0,0,0,0
2026-07-26 20:58:59,4137,29.73,29.71,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-26 20:59:59,4197,29.70,29.70,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-26 21:00:59,4257,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 21:01:59,4317,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 21:02:59,4377,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 21:03:59,4437,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 21:04:59,4497,29.70,29.73,29.70,29.71,29.73,0,0,0,0,0,0
2026-07-26 21:05:59,4557,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 21:06:59,4617,29.71,29.71,29.70,29.73,29.70,0,0,0,0,0,0
2026-07-26 21:08:00,4677,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 21:08:59,4737,29.71,29.73,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-26 21:09:59,4797,29.73,29.71,29.73,29.70,29.70,0,0,0,0,0,0
2026-07-26 21:10:59,4857,29.71,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 21:11:59,4917,29.71,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-26 21:12:59,4977,29.71,29.71,29.71,29.70,29.70,0,0,0,0,0,0
2026-07-26 21:13:59,5037,29.71,29.71,29.71,29.73,29.71,0,0,0,0,0,0
2026-07-26 21:14:59,5097,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 21:15:59,5157,29.71,29.73,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-26 21:16:59,5217,29.73,29.71,29.73,29.71,29.71,0,0,0,0,0,0
2026-07-26 21:17:59,5277,29.70,29.71,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 21:18:59,5337,29.70,29.70,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 21:19:59,5397,29.71,29.71,29.71,29.71,29.73,0,0,0,0,0,0
2026-07-26 21:20:59,5457,29.71,29.71,29.71,29.71,29.71,0,0,0,0,0,0
2026-07-26 21:21:59,5517,29.71,29.71,29.71,29.70,29.71,0,0,0,0,0,0
2026-07-26 21:22:59,5577,29.71,29.73,29.71,29.71,29.70,0,0,0,0,0,0
2026-07-26 21:23:59,5637,29.73,29.71,29.73,29.71,29.71,0,0,0,0,0,0
