t_mono,ax,ay,az,gx,gy,gz
104058.3836,0.2745862,-0.0588399,9.81645665,-0.0038222710618675817,0.006981317007977318,-0.001186823891356144
104058.3935,0.3334261,-0.06864655,9.80665,-0.0017976891295541594,-0.004747295565424576,0.0012042771838760874
104058.4033,0.3138128,-0.0784532,9.747810099999999,0.0038746309394274117,0.0010297442586766543,0.00757472895365539
104058.4134,0.2353596,0.00980665,9.836069949999999,-0.003926990816987242,0.0004188790204786391,-0.004084070449666731
104058.4244,0.21574629999999997,-0.06864655,9.738003449999999,-0.0016929693744344998,-0.0003839724354387525,-0.0014311699866353504
104058.4339,0.14709974999999997,-0.0588399,9.80665,0.002495820830351891,0.0012217304763960308,0.003543018381548489
104058.4452,0.26477955,-0.0196133,9.80665,0.008360127117052838,-0.007243116395776467,0.0052010811709431014
104058.4549,0.26477955,-0.04903325,9.826263299999999,-0.0014835298641951802,0.0020420352248333657,0.00312413936106985
104058.4646,0.30400615,-0.10787314999999999,9.836069949999999,0.0021467549799530253,-0.002548180707911721,-0.003159045946109736
104058.4749,0.196133,-0.00980665,9.77723005,0.0002617993877991494,0.003892084231947355,0.0009948376736367678
104058.4844,0.2353596,-0.04903325,9.77723005,0.0020420352248333657,0.00020943951023931956,-0.002617993877991494
104058.4955,0.24516625,-0.02941995,9.81645665,0.0019373154697137059,-0.0007504915783575617,-0.001780235837034216
104058.5053,0.2353596,-0.0784532,9.826263299999999,-0.007452555906015787,0.006876597252857658,0.002722713633111154
104058.5151,0.2745862,0.00980665,9.81645665,0.003735004599267865,-0.006475171524898963,-0.00019198621771937625
104058.5256,0.3138128,-0.02941995,9.8654899,-0.003298672286269283,-0.010210176124166827,-0.002007128639793479
104058.5351,0.26477955,-0.08825984999999999,9.79684335,-0.0009599310885968813,-0.0007330382858376184,5.235987755982989e-05
104058.5462,0.30400615,-0.08825984999999999,9.7870367,0.0007330382858376184,0.00012217304763960306,-0.001762782544514273
104058.5564,0.24516625,-0.06864655,9.7870367,0.00471238898038469,-0.007051130178057092,0.006702064327658226
104058.5652,0.22555294999999997,-0.00980665,9.80665,-0.006178465552059927,0.0029146998508305304,0.007051130178057092
104058.5757,0.35303939999999995,-0.06864655,9.826263299999999,0.0045029494701453706,-0.0012915436464758037,0.000890117918517108
104058.5862,0.26477955,-0.0980665,9.79684335,-0.0014660765716752368,-0.0017278759594743863,-0.0003665191429188092
104058.5953,0.28439285,0.00980665,9.79684335,0.00022689280275926284,0.005061454830783556,0.001762782544514273
104058.6053,0.28439285,-0.08825984999999999,9.836069949999999,0.0010995574287564276,-0.001710422666954443,-0.0008028514559173916
104058.6150,0.21574629999999997,-0.0,9.826263299999999,-0.00445058959258554,-0.0056199601914217415,0.0005759586531581288
104058.6262,0.20593965,0.02941995,9.7674234,-0.0040666171571467884,0.0027401669256310974,-0.009896016858807848
104058.6370,0.3138128,-0.0392266,9.8654899,0.0068591439603377154,-0.0014311699866353504,-0.006003932626860493
104058.6482,0.36284605,-0.0980665,9.7674234,0.005218534463463045,-0.003612831551628262,0.0010122909661567112
104058.6591,0.2745862,-0.04903325,9.7674234,-0.0021467549799530253,0.0017278759594743863,-0.0030019663134302466
104058.6700,0.28439285,-0.08825984999999999,9.77723005,0.0004188790204786391,-0.0013264502315156904,0.005358160803622592
104058.6810,0.2353596,-0.0392266,9.81645665,-0.004485496177625427,-0.0032637657012293962,0.002181661564992912
104058.6925,0.28439285,-0.0392266,9.836069949999999,-0.005759586531581287,0.0016057029118347831,0.0028448866807507574
104058.7022,0.2745862,-0.0588399,9.7870367,-0.0025656340004316645,0.011100294042683936,0.00932005820564972
104058.7125,0.30400615,-0.04903325,9.7674234,0.004799655442984407,0.001308996938995747,0.0067369709126981125
104058.7221,0.2745862,-0.02941995,9.845876599999999,0.000296705972839036,-0.0027925268031909274,-0.0014311699866353504
104058.7331,0.29419949999999995,-0.0588399,9.7674234,0.00747000919853573,0.0017453292519943296,-0.004485496177625427
104058.7449,0.30400615,-0.04903325,9.7870367,-0.013072516097437528,-0.0011344640137963143,0.0011344640137963143
104058.7562,0.24516625,-0.0784532,9.826263299999999,-0.0035779249665883754,-0.004747295565424576,-0.0010995574287564276
104058.7672,0.3334261,-0.00980665,9.845876599999999,-0.0020594885173533086,-0.0003316125578789226,-0.0018151424220741027
104058.7775,0.28439285,-0.0196133,9.80665,-0.0038571776469074684,0.002670353755551324,0.0023212879051524586
104058.7878,0.25497289999999995,0.02941995,9.914523149999999,0.003193952531149623,-0.0072954762733362976,0.001762782544514273
104058.7985,0.25497289999999995,-0.04903325,9.7870367,-0.0036477381366681488,0.001710422666954443,-1.7453292519943296e-05
104058.8086,0.20593965,-0.02941995,9.81645665,-0.0003141592653589793,0.004572762640225144,0.00010471975511965978
104058.8213,0.28439285,-0.00980665,9.836069949999999,0.0019373154697137059,-0.0032637657012293962,0.005899212871740834
104058.8371,0.26477955,-0.0196133,9.7674234,0.0032114058236695662,-0.00476474885794452,0.003560471674068432
104058.8473,0.2745862,-0.0784532,9.836069949999999,-0.004031710572106902,0.005166174585903215,-0.0038222710618675817
104058.8645,0.18632634999999997,-0.00980665,9.79684335,-0.004590215932745087,0.0067369709126981125,-0.0035081117965086025
104058.8744,0.2353596,0.00980665,9.80665,0.0018151424220741027,0.006440264939859076,-0.009232791743050004
104058.8853,0.29419949999999995,0.00980665,9.7870367,0.0030019663134302466,-0.006562437987498679,-0.007033676885537149
104058.8950,0.3138128,0.00980665,9.79684335,0.007801621756414653,-0.007173303225696694,-0.005550147021341968
104058.9048,0.28439285,-0.02941995,9.79684335,-0.006928957130417489,0.0018849555921538759,-0.0004188790204786391
104058.9159,0.28439285,-0.0392266,9.80665,-0.010786134777324957,-0.00747000919853573,0.0008377580409572782
104058.9264,0.32361945,-0.0588399,9.738003449999999,-0.004782202150464463,-0.007155849933176751,-0.0003316125578789226
104058.9372,0.2353596,-0.0392266,9.7674234,0.0009948376736367678,-0.005427973973702365,-0.007958701389094143
104058.9483,0.24516625,-0.04903325,9.826263299999999,-0.0021118483949131386,-0.002373647782712288,0.0079412480965742
104058.9601,0.35303939999999995,-0.00980665,9.71839015,-0.004258603374866164,0.0018849555921538759,-0.004677482395344803
104058.9708,0.2353596,0.00980665,9.7870367,0.01017526953912694,0.0021991148575128553,-0.004049163864626845
104058.9824,0.26477955,-0.0,9.757616749999999,0.0029146998508305304,0.003543018381548489,0.002007128639793479
104058.9924,0.18632634999999997,-0.04903325,9.8654899,0.01059414855960558,0.00047123889803846896,-0.005218534463463045
104059.0021,0.28439285,-0.08825984999999999,9.7674234,0.001954768762233649,-0.002495820830351891,-0.0005410520681182421
104059.0123,0.28439285,-0.00980665,9.77723005,0.0007853981633974482,-0.0007155849933176752,0.004118977034706617
104059.0297,0.3334261,-0.04903325,9.845876599999999,-0.0007330382858376184,-0.0038571776469074684,0.0003141592653589793
104059.0408,0.29419949999999995,-0.0196133,9.855683249999998,-0.007661995416255106,0.005131268000863329,-0.0030543261909900766
104059.0507,0.2745862,-0.0980665,9.826263299999999,0.000767944870877505,-0.0054105206811824215,0.001780235837034216
104059.0607,0.29419949999999995,-0.0588399,9.826263299999999,0.002897246558310587,-0.0030368728984701333,0.0021991148575128553
104059.0714,0.21574629999999997,0.00980665,9.77723005,0.005427973973702365,-0.0027401669256310974,-0.003525565089028546
104059.0815,0.29419949999999995,0.00980665,9.747810099999999,-0.005777039824101231,-0.003193952531149623,0.0022165681500327986
104059.0918,0.2745862,-0.00980665,9.77723005,0.009930923443847734,-0.003246312408709453,0.005689773361501515
104059.1014,0.26477955,-0.06864655,9.826263299999999,0.005881759579220891,-0.0053058009260627615,0.007278022980816354
104059.1117,0.22555294999999997,-0.02941995,9.826263299999999,0.0033161255787892262,0.003944444109507185,0.0009424777960769379
104059.1225,0.21574629999999997,-0.00980665,9.77723005,0.0066322511575784525,-0.005916666164260778,0.0044156830075456534
104059.1324,0.21574629999999997,-0.00980665,9.81645665,-0.001832595714594046,-0.0036302848441482054,-0.003525565089028546
104059.1431,0.2353596,-0.10787314999999999,9.81645665,-0.004276056667386108,0.001954768762233649,0.004118977034706617
104059.1588,0.29419949999999995,-0.04903325,9.79684335,0.011955505376161158,-0.0029321531433504737,-0.0016406094968746698
104059.1646,0.32361945,0.00980665,9.77723005,8.726646259971648e-05,-0.004380776422505767,-0.0010995574287564276
104059.1797,0.24516625,-0.0784532,9.7674234,-0.005218534463463045,0.0027052603405912107,0.004433136300065597
104059.1873,0.26477955,-0.0980665,9.836069949999999,0.008447393579652554,0.0014486232791552935,0.001762782544514273
104059.1973,0.18632634999999997,-0.0588399,9.855683249999998,-0.004171336912266448,-0.0007155849933176752,0.0003839724354387525
104059.2072,0.24516625,-0.0196133,9.80665,0.0065100781099388496,-0.0003316125578789226,0.0032288591161895096
104059.2173,0.30400615,-0.00980665,9.855683249999998,0.005235987755982988,-0.00022689280275926284,-0.005881759579220891
104059.2273,0.2353596,-0.06864655,9.77723005,-0.0016231562043547264,0.0004886921905584122,0.002076941809873252
104059.2381,0.3138128,-0.08825984999999999,9.836069949999999,0.0024609142453120045,0.00017453292519943296,0.0003665191429188092
104059.2482,0.18632634999999997,-0.0980665,9.81645665,-0.0025830872929516074,0.0006283185307179586,0.0003839724354387525
104059.2583,0.2745862,-0.0392266,9.80665,0.002007128639793479,0.0013962634015954637,0.00027925268031909274
104059.2674,0.30400615,-0.04903325,9.747810099999999,0.0027576202181510408,-0.0012740903539558606,0.008726646259971648
104059.2790,0.25497289999999995,0.02941995,9.79684335,0.0007155849933176752,0.0033161255787892262,0.0020594885173533086
104059.2900,0.3334261,-0.06864655,9.81645665,0.0006283185307179586,0.0004886921905584122,0.0019373154697137059
104059.2996,0.24516625,-0.08825984999999999,9.81645665,0.008831366015091307,-0.0005585053606381855,-0.007504915783575617
104059.3107,0.24516625,-0.0588399,9.81645665,0.0028448866807507574,-0.0003665191429188092,0.0008726646259971648
104059.3208,0.29419949999999995,-0.00980665,9.7870367,-0.005044001538263612,-0.000890117918517108,-0.006003932626860493
104059.3307,0.24516625,-0.04903325,9.79684335,0.004136430327226561,0.008831366015091307,0.005462880558742251
104059.3406,0.2745862,-0.10787314999999999,9.80665,0.0011693705988362008,0.0004537856055185257,-0.003892084231947355
104059.3506,0.26477955,-0.0784532,9.826263299999999,-0.002373647782712288,-0.0012915436464758037,0.0005759586531581288
104059.3607,0.29419949999999995,-0.0588399,9.80665,-0.0017278759594743863,-0.008569566627292158,0.0058468529941810045
104059.3722,0.26477955,-0.00980665,9.80665,-0.008011061266653973,-0.0005759586531581288,-0.0006981317007977319
104059.3821,0.22555294999999997,-0.02941995,9.757616749999999,-0.0045204027626653135,-0.0012042771838760874,0.003525565089028546
104059.3927,0.3334261,-0.06864655,9.79684335,-0.0066322511575784525,0.00153588974175501,-0.006213372137099813
104059.4023,0.2353596,-0.00980665,9.80665,-0.00020943951023931956,0.002356194490192345,-0.0041887902047863905
104059.4143,0.2353596,-0.02941995,9.80665,-0.003525565089028546,-0.0045029494701453706,-0.004310963252425994
104059.4263,0.18632634999999997,-0.04903325,9.77723005,0.0038571776469074684,0.008237954069413234,-0.002181661564992912
104059.4371,0.21574629999999997,-0.0588399,9.81645665,0.0037524578917878084,-0.0038746309394274117,0.001064650843716541
104059.4476,0.26477955,-0.0196133,9.8654899,-0.010663961729685353,-0.004677482395344803,0.0016231562043547264
104059.4573,0.26477955,-0.1176798,9.845876599999999,-0.005026548245743669,-0.0068591439603377154,-0.0005235987755982988
