iso_time,elapsed_h,viewer_alive,publishers_alive,shm_segments,viewer_rss_mb,viewer_cpu_pct,publishers_rss_mb,publishers_cpu_pct,cam0_capture_fps,cam1_capture_fps,cam2_capture_fps,cam3_capture_fps,cam4_capture_fps,cam5_capture_fps,cam0_grab_failures,cam1_grab_failures,cam2_grab_failures,cam3_grab_failures,cam4_grab_failures,cam5_grab_failures,cam0_display_fps,cam1_display_fps,cam2_display_fps,cam3_display_fps,cam4_display_fps,cam5_display_fps,cam0_rendered_delta,cam1_rendered_delta,cam2_rendered_delta,cam3_rendered_delta,cam4_rendered_delta,cam5_rendered_delta
2026-07-27T22:05:03,3.2697,1,6,30,250.3,117.1,587.4,155.3,29.68,29.51,29.51,29.7,29.52,29.11,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:05:33,3.2781,1,6,30,236.9,128.1,587.4,155.6,29.72,29.54,29.78,29.68,29.71,29.69,0,0,0,0,0,0,16.5,28.2,24.2,25.1,24.4,22.9,-13,-20,9,-18,-59,-28
2026-07-27T22:06:04,3.2864,1,6,30,236.3,130.5,587.4,156.2,29.71,29.64,29.51,29.7,29.72,29.71,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:06:34,3.2948,1,6,30,247.5,122.6,587.4,156.4,29.67,29.65,29.72,29.72,29.7,29.4,0,0,0,0,0,0,24.1,22.9,22.5,28.2,25.3,25.7,9,-3,-70,-60,36,-7
2026-07-27T22:07:04,3.3031,1,6,30,231.2,119.9,587.4,155.1,29.78,29.51,29.51,29.68,29.51,29.66,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:07:34,3.3114,1,6,30,223.3,129.5,587.4,156.5,29.31,29.73,29.14,29.16,29.29,28.91,0,0,0,0,0,0,24.7,28.3,23.7,24.4,24.2,22.1,-6,5,46,-2,12,-24
2026-07-27T22:08:04,3.3198,1,6,30,250.5,125.6,587.4,156.8,29.69,29.5,29.74,29.54,29.77,29.77,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:08:34,3.3281,1,6,30,234.4,117.4,587.4,155.5,29.71,29.69,29.69,29.68,29.63,29.72,0,0,0,0,0,0,25.2,21.4,27.8,24.2,27.0,23.3,-1,-10,-10,-19,20,16
2026-07-27T22:09:04,3.3365,1,6,30,258.7,113.4,587.4,155.7,29.15,29.37,29.33,28.92,29.3,29.68,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:09:34,3.3448,1,6,30,247.0,132.7,587.4,153.9,29.72,29.75,29.69,29.74,29.72,29.72,0,0,0,0,0,0,23.2,25.3,26.0,28.0,19.1,24.1,18,16,30,-6,-31,64
2026-07-27T22:10:04,3.3531,1,6,30,250.6,117.5,587.4,155.0,29.71,29.52,29.52,29.72,29.71,29.51,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:10:34,3.3615,1,6,30,253.2,118.6,587.4,153.9,29.71,29.71,29.71,29.66,29.71,29.54,0,0,0,0,0,0,29.8,27.0,28.4,23.2,26.8,22.3,43,57,33,76,49,58
2026-07-27T22:11:04,3.3698,1,6,30,253.3,116.7,587.4,153.8,29.7,29.71,29.7,29.73,29.62,29.74,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:11:34,3.3782,1,6,30,235.7,108.4,507.8,155.7,27.14,29.51,28.04,29.1,29.04,29.16,0,0,0,0,0,0,19.0,18.7,16.9,22.2,20.8,19.7,-32,-102,-32,-91,-78,-65
2026-07-27T22:12:04,3.3865,1,6,30,227.7,119.5,507.8,155.8,29.31,29.51,29.52,29.57,29.3,29.47,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:12:34,3.3948,1,6,30,230.2,124.2,507.8,155.3,29.7,29.54,29.7,29.73,29.73,29.68,0,0,0,0,0,0,27.8,26.2,29.4,23.1,24.8,24.8,8,29,49,19,38,-43
2026-07-27T22:13:04,3.4032,1,6,30,220.7,130.5,507.8,155.7,29.36,29.53,29.48,29.69,29.52,29.69,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:13:34,3.4115,1,6,30,216.5,133.8,507.8,155.7,29.7,29.49,29.35,29.53,29.77,29.43,0,0,0,0,0,0,22.7,25.9,24.3,25.5,25.7,22.7,30,-26,-11,10,18,29
2026-07-27T22:14:04,3.4199,1,6,30,229.8,125.5,507.8,156.5,29.28,29.5,29.28,29.68,29.71,29.1,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:14:34,3.4282,1,6,30,229.8,121.3,508.8,159.7,25.99,24.48,28.93,29.57,27.97,26.96,0,0,0,0,0,0,24.3,27.5,21.9,26.7,25.8,26.1,-104,-57,-57,-78,-51,-61
2026-07-27T22:15:04,3.4366,1,6,30,211.6,130.4,508.8,166.5,29.71,29.75,29.9,29.75,29.74,29.51,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:15:34,3.4449,1,6,30,220.4,101.5,516.3,179.8,22.56,19.91,19.49,22.72,22.96,18.38,0,0,0,0,0,0,16.9,19.5,23.5,17.4,15.7,14.1,-156,-172,-193,-148,-157,-172
2026-07-27T22:16:04,3.4532,1,6,30,212.8,110.7,517.8,229.5,28.53,28.53,29.43,28.49,29.31,27.75,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:16:34,3.4616,1,6,30,226.2,127.1,518.3,171.1,29.7,29.71,29.78,29.71,29.83,29.73,0,0,0,0,0,0,22.7,22.9,24.6,21.2,26.0,25.0,-46,-59,-27,-46,-24,-12
2026-07-27T22:17:04,3.4699,1,6,30,228.9,128.4,518.3,173.0,29.73,29.86,29.51,29.74,29.51,28.52,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:17:34,3.4783,1,6,30,226.2,129.8,518.3,173.9,29.34,29.51,29.49,29.53,29.14,29.57,0,0,0,0,0,0,25.7,20.4,26.7,24.2,20.6,22.7,226,202,213,172,133,181
2026-07-27T22:18:04,3.4866,1,6,30,213.1,120.6,518.3,174.0,29.54,29.33,29.65,29.71,29.51,28.98,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:18:34,3.4949,1,6,30,213.6,123.8,518.3,175.5,29.54,29.32,29.29,29.33,29.48,29.31,0,0,0,0,0,0,22.7,24.4,24.0,22.8,22.5,24.7,-94,-35,-118,-10,-44,-12
2026-07-27T22:19:04,3.5033,1,6,30,243.8,122.9,518.3,171.4,29.48,29.66,29.72,24.76,29.69,28.84,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:19:34,3.5116,1,6,30,223.7,123.3,518.3,171.1,29.7,29.69,29.71,29.7,29.71,28.31,0,0,0,0,0,0,23.8,25.0,24.6,20.3,26.2,26.7,34,12,11,-5,8,-20
2026-07-27T22:20:04,3.52,1,6,30,237.7,112.2,518.3,170.6,23.3,27.09,29.7,29.71,29.71,27.17,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:20:34,3.5283,1,6,30,237.1,114.6,518.3,172.1,29.53,28.36,28.65,27.98,29.53,29.54,0,0,0,0,0,0,23.3,19.3,20.3,21.6,18.1,19.3,-44,-44,-33,-11,-53,32
2026-07-27T22:21:04,3.5366,1,6,30,234.7,120.7,518.3,171.2,29.52,29.35,29.15,28.18,28.75,28.81,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:21:34,3.545,1,6,30,232.1,106.0,518.3,172.4,28.62,29.29,28.6,28.13,28.88,28.52,0,0,0,0,0,0,26.5,26.8,27.4,18.8,24.5,19.8,-2,33,8,-33,40,-26
2026-07-27T22:22:04,3.5533,1,6,30,237.4,113.2,518.3,174.1,29.69,29.74,29.37,26.61,29.34,29.02,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:22:34,3.5617,1,6,30,221.0,122.6,518.3,175.3,29.11,29.43,29.7,29.72,29.7,29.53,0,0,0,0,0,0,23.4,24.4,23.8,24.2,22.3,26.8,-16,16,-37,34,-28,42
2026-07-27T22:23:04,3.57,1,6,30,234.0,120.4,518.3,174.5,29.27,29.73,29.73,29.12,29.29,29.69,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:23:35,3.5784,1,6,30,220.7,124.1,518.3,174.5,27.47,27.76,27.11,29.11,29.58,29.15,0,0,0,0,0,0,19.1,26.0,20.5,23.5,22.8,27.5,-15,-7,8,18,-46,-77
2026-07-27T22:24:05,3.5867,1,6,30,223.3,118.4,518.3,175.1,29.7,29.55,28.13,29.45,28.94,29.57,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:24:35,3.595,1,6,30,252.1,111.4,510.8,174.0,29.27,29.23,29.3,28.9,29.52,29.23,0,0,0,0,0,0,22.8,25.1,21.7,18.6,22.7,24.1,25,-6,2,-55,-18,-24
2026-07-27T22:25:05,3.6034,1,6,30,218.9,115.9,503.9,173.7,28.73,27.93,29.16,29.34,29.47,27.84,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:25:35,3.6117,1,6,30,221.5,115.0,503.9,173.4,29.86,29.69,29.38,29.51,29.74,29.3,0,0,0,0,0,0,21.9,27.5,19.6,24.1,23.9,26.2,-36,-38,-2,-8,6,-51
2026-07-27T22:26:05,3.6201,1,6,30,218.7,124.3,503.9,174.1,29.74,29.7,29.55,29.51,29.77,29.69,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:26:35,3.6284,1,6,30,216.0,121.8,503.9,174.4,29.51,29.73,29.71,29.56,29.75,29.69,0,0,0,0,0,0,27.7,27.3,21.3,26.4,23.5,24.1,52,111,36,93,126,80
2026-07-27T22:27:05,3.6367,1,6,30,213.5,124.9,503.9,172.8,29.31,26.92,29.7,29.92,29.66,29.52,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:27:35,3.6451,1,6,30,205.6,128.0,503.9,172.2,29.69,28.92,29.71,29.74,29.76,29.72,0,0,0,0,0,0,25.4,27.9,22.3,24.7,26.6,21.7,50,2,26,-49,-11,55
2026-07-27T22:28:05,3.6534,1,6,30,226.8,113.0,503.9,170.0,29.74,29.51,29.77,29.67,29.71,29.7,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:28:35,3.6618,1,6,30,229.4,119.6,503.9,169.1,29.65,29.7,29.68,29.76,29.74,29.65,0,0,0,0,0,0,23.7,21.3,22.3,19.1,25.7,27.1,-83,-23,-33,1,-6,-72
2026-07-27T22:29:05,3.6701,1,6,30,235.5,125.6,503.9,171.9,29.3,29.29,29.14,29.49,28.9,29.31,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:29:35,3.6784,1,6,30,213.6,122.5,503.9,164.4,29.74,26.12,27.12,24.7,24.92,27.72,0,0,0,0,0,0,28.0,26.1,26.8,22.0,22.0,22.5,103,-36,69,-11,29,19
2026-07-27T22:30:05,3.6868,1,6,30,211.0,109.3,503.9,167.8,24.73,29.5,29.12,29.31,27.34,27.95,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:30:35,3.6951,1,6,30,221.6,123.6,503.9,169.3,29.5,29.68,29.72,29.7,29.7,29.71,0,0,0,0,0,0,23.0,23.4,25.3,24.8,22.1,20.0,-50,-53,-32,-5,-18,3
2026-07-27T22:31:05,3.7035,1,6,30,232.1,121.6,503.8,172.6,28.9,28.71,29.48,29.16,29.29,28.66,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:31:35,3.7118,1,6,30,221.3,120.2,503.8,172.9,29.72,29.7,29.66,28.9,29.7,29.8,0,0,0,0,0,0,18.1,22.0,20.8,21.6,21.0,25.9,44,52,-34,-7,21,19
2026-07-27T22:32:05,3.7202,1,6,30,216.1,120.8,503.8,172.7,29.69,29.53,29.58,29.34,29.73,27.91,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:32:35,3.7285,1,6,30,232.6,113.9,503.8,173.7,29.31,29.16,28.84,29.03,29.02,28.49,0,0,0,0,0,0,22.3,21.7,22.7,26.7,20.5,20.5,-17,-60,-7,-17,-23,-87
2026-07-27T22:33:05,3.7368,1,6,30,235.4,110.3,503.8,173.9,29.51,29.28,29.58,29.64,29.67,28.88,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:33:35,3.7452,1,6,30,243.9,106.2,503.8,167.6,28.9,27.2,25.12,26.85,27.14,25.4,0,0,0,0,0,0,21.5,20.1,22.2,22.6,21.2,22.6,-83,-54,-23,-17,-41,-22
2026-07-27T22:34:05,3.7535,1,6,30,207.9,124.6,503.8,172.5,29.59,29.72,29.76,29.79,29.68,29.86,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:34:35,3.7619,1,6,30,241.4,111.9,503.8,174.9,29.05,29.08,29.7,28.96,28.71,29.37,0,0,0,0,0,0,21.4,25.8,20.7,21.8,20.3,25.6,44,44,45,45,86,36
2026-07-27T22:35:05,3.7702,1,6,30,223.9,124.3,503.8,172.6,29.69,29.53,29.71,29.73,29.72,29.03,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:35:35,3.7785,1,6,30,214.9,136.7,503.8,170.0,29.74,29.72,29.72,29.73,29.71,29.59,0,0,0,0,0,0,26.4,26.1,23.7,25.8,24.6,27.7,103,114,72,76,63,134
2026-07-27T22:36:05,3.7869,1,6,30,237.0,124.3,503.8,172.5,29.24,27.52,27.63,29.77,29.71,28.42,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:36:35,3.7952,1,6,30,224.0,120.3,503.8,171.9,29.31,29.67,28.66,29.12,29.49,29.1,0,0,0,0,0,0,20.9,18.6,21.8,19.8,20.4,19.2,-29,-138,-76,-75,-148,-82
2026-07-27T22:37:05,3.8036,1,6,30,227.2,122.5,503.8,174.7,29.82,29.72,29.59,29.71,29.77,29.76,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:37:35,3.8119,1,6,30,224.1,126.8,503.8,173.2,29.48,29.54,29.69,28.5,28.3,27.49,0,0,0,0,0,0,25.1,21.9,26.2,20.7,21.0,25.0,-13,102,30,56,55,56
2026-07-27T22:38:05,3.8203,1,6,30,221.2,130.0,503.8,174.2,29.11,29.51,29.72,29.72,29.31,29.17,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:38:35,3.8286,1,6,30,246.5,126.3,503.8,173.9,29.49,29.73,29.53,29.33,29.5,29.51,0,0,0,0,0,0,22.1,21.3,23.9,22.2,20.1,23.6,-34,-6,5,-4,-10,17
2026-07-27T22:39:05,3.8369,1,6,30,205.4,124.6,503.8,174.8,29.5,29.73,29.68,29.69,29.5,29.79,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:39:35,3.8453,1,6,30,211.5,124.7,503.8,176.0,29.64,28.91,27.04,29.09,29.79,29.56,0,0,0,0,0,0,23.4,21.3,25.2,23.6,27.2,27.2,-34,10,-35,11,-54,5
2026-07-27T22:40:05,3.8536,1,6,30,216.0,128.5,503.8,171.6,29.85,29.7,29.7,29.69,29.7,29.69,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:40:35,3.862,1,6,30,219.0,120.9,503.8,174.1,29.55,29.53,29.51,29.71,29.26,29.82,0,0,0,0,0,0,23.2,24.7,18.4,23.7,21.9,25.2,4,22,-19,-30,33,50
2026-07-27T22:41:06,3.8703,1,6,30,218.6,124.5,503.8,171.5,29.66,29.7,29.77,29.1,29.73,29.69,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:41:36,3.8786,1,6,30,213.4,121.1,503.8,171.5,29.55,29.45,29.75,29.9,29.75,29.5,0,0,0,0,0,0,24.2,26.6,21.8,25.2,23.7,28.7,-15,0,13,2,-101,-74
2026-07-27T22:42:06,3.887,1,6,30,221.2,123.6,503.8,173.8,29.51,29.6,29.55,29.66,29.71,29.03,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:42:36,3.8953,1,6,30,213.3,123.8,503.8,174.3,29.5,29.68,29.7,29.72,29.71,29.25,0,0,0,0,0,0,24.2,26.0,22.9,23.1,24.5,25.1,48,-43,-7,-48,38,-5
2026-07-27T22:43:06,3.9037,1,6,30,223.9,119.2,503.8,174.2,29.75,29.33,29.35,29.62,29.59,26.45,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:43:36,3.912,1,6,30,230.1,120.4,503.8,172.2,29.72,29.72,29.51,29.57,29.34,29.77,0,0,0,0,0,0,21.8,26.4,25.6,26.1,21.0,22.0,-68,-17,-27,13,-31,-70
2026-07-27T22:44:06,3.9203,1,6,30,216.2,119.1,503.8,174.1,29.35,29.67,29.51,29.3,29.52,28.7,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:44:36,3.9287,1,6,30,241.3,117.5,503.8,172.9,29.38,28.75,29.8,29.5,29.73,29.46,0,0,0,0,0,0,19.4,22.3,21.4,21.8,18.3,26.4,68,19,6,28,74,31
2026-07-27T22:45:06,3.937,1,6,30,215.0,116.7,503.8,175.1,29.75,29.71,29.33,29.78,29.73,28.94,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:45:36,3.9454,1,6,30,221.3,124.3,503.8,176.1,29.59,29.27,29.63,29.75,29.49,29.75,0,0,0,0,0,0,23.5,23.9,23.8,24.4,25.0,25.8,-19,24,5,-7,10,20
2026-07-27T22:46:06,3.9537,1,6,30,208.2,123.6,503.8,172.3,29.51,29.66,27.72,27.93,29.71,29.75,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:46:36,3.962,1,6,30,218.8,123.0,503.8,174.6,26.52,29.46,29.2,29.08,29.33,29.74,0,0,0,0,0,0,23.3,21.9,24.0,27.5,24.6,21.7,23,-56,24,-6,-26,-59
2026-07-27T22:47:06,3.9704,1,6,30,216.1,116.8,503.8,174.2,29.71,29.49,29.71,29.7,29.68,29.65,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:47:36,3.9787,1,6,30,226.6,119.8,503.8,173.6,29.75,29.51,29.71,29.48,29.55,29.71,0,0,0,0,0,0,21.2,24.6,22.9,26.6,22.3,24.8,-21,-52,-16,-58,-7,-27
2026-07-27T22:48:06,3.9871,1,6,30,232.6,121.8,504.0,174.5,29.14,29.11,29.71,29.71,29.51,29.12,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:48:36,3.9954,1,6,30,226.9,114.8,504.0,172.7,29.7,29.7,29.77,29.71,29.72,29.71,0,0,0,0,0,0,26.3,24.0,24.5,20.4,25.8,18.2,50,44,30,36,91,8
2026-07-27T22:49:06,4.0038,1,6,30,231.8,127.3,504.0,174.1,29.72,29.7,29.71,29.69,29.69,29.71,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:49:36,4.0121,1,6,30,234.3,119.9,504.0,175.0,29.11,29.5,29.39,28.66,29.31,29.36,0,0,0,0,0,0,20.3,22.2,20.4,17.2,19.3,20.3,19,-35,10,11,-26,-3
2026-07-27T22:50:06,4.0204,1,6,30,213.3,123.2,504.0,173.0,28.92,29.71,29.75,27.31,29.71,29.7,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:50:36,4.0288,1,6,30,229.0,121.9,504.0,170.4,29.51,29.48,29.49,29.76,29.69,29.11,0,0,0,0,0,0,25.8,24.1,22.5,25.1,27.6,26.0,-83,-32,-13,-54,5,-49
2026-07-27T22:51:06,4.0371,1,6,30,235.1,120.9,504.0,173.7,29.51,29.51,29.51,29.48,29.32,29.48,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:51:36,4.0455,1,6,30,221.4,121.3,504.0,173.4,29.34,28.12,28.85,28.97,28.53,27.55,0,0,0,0,0,0,19.6,18.7,18.4,17.5,21.5,16.5,42,64,-6,1,4,43
2026-07-27T22:52:06,4.0538,1,6,30,212.0,115.9,504.0,173.6,29.42,29.08,28.53,28.15,29.11,28.49,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:52:36,4.0621,1,6,30,238.4,115.7,504.0,174.1,29.31,29.51,29.74,29.24,29.31,29.71,0,0,0,0,0,0,24.6,19.0,26.0,21.9,24.7,25.8,-25,-18,-9,4,-8,15
2026-07-27T22:53:06,4.0705,1,6,30,218.5,118.8,504.0,172.1,29.69,29.52,29.56,29.67,29.55,29.31,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:53:36,4.0788,1,6,30,216.0,129.5,504.0,171.7,29.7,29.36,29.72,29.67,29.69,29.7,0,0,0,0,0,0,20.0,21.3,22.2,19.2,19.5,21.2,22,32,83,56,57,90
2026-07-27T22:54:06,4.0872,1,6,30,208.7,130.2,504.0,171.4,29.71,29.7,29.7,28.72,29.1,29.75,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:54:36,4.0955,1,6,30,225.2,120.7,504.0,172.8,29.5,29.08,29.73,29.7,29.71,29.34,0,0,0,0,0,0,25.8,21.9,25.6,23.1,25.5,29.4,47,-7,-47,5,-42,30
2026-07-27T22:55:06,4.1038,1,6,30,229.2,121.6,504.0,171.9,29.31,29.49,28.92,29.31,28.95,29.36,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:55:36,4.1122,1,6,30,229.2,119.5,508.5,171.1,29.08,29.58,29.54,29.33,29.5,29.5,0,0,0,0,0,0,22.2,22.4,21.2,20.9,26.1,26.7,-121,-25,-39,-51,-32,-48
2026-07-27T22:56:06,4.1205,1,6,30,235.4,115.2,508.5,171.6,27.93,29.18,28.77,28.92,29.37,29.64,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:56:36,4.1289,1,6,30,224.0,121.8,508.5,171.2,29.73,29.69,29.7,29.68,29.71,29.59,0,0,0,0,0,0,30.3,28.3,22.6,22.4,29.2,23.7,81,22,19,72,46,76
2026-07-27T22:57:06,4.1372,1,6,30,232.1,110.3,508.5,166.5,29.57,29.3,29.36,29.51,29.58,29.47,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:57:36,4.1456,1,6,30,224.3,115.1,508.5,171.0,28.77,28.68,28.95,29.51,28.32,29.16,0,0,0,0,0,0,25.6,21.2,25.9,21.3,26.9,22.9,-107,-99,-69,-171,-176,-138
2026-07-27T22:58:06,4.1539,1,6,30,226.8,122.6,508.5,170.5,29.61,29.72,29.72,29.69,29.51,29.67,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:58:36,4.1622,1,6,30,208.4,114.2,508.5,170.4,29.69,29.73,28.9,28.71,29.73,29.7,0,0,0,0,0,0,18.3,25.5,20.5,22.9,21.0,27.5,62,146,89,170,116,168
2026-07-27T22:59:07,4.1706,1,6,30,216.0,125.4,508.5,171.8,29.34,29.42,29.04,28.2,29.24,28.69,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T22:59:37,4.1789,1,6,30,221.6,115.5,508.5,170.8,28.85,28.58,28.28,28.48,28.78,28.19,0,0,0,0,0,0,21.8,18.3,22.8,18.1,16.4,16.8,11,-42,17,-10,-22,-72
2026-07-27T23:00:07,4.1873,1,6,30,205.8,112.6,508.4,172.9,28.96,29.11,29.76,29.12,29.01,28.78,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T23:00:37,4.1956,1,6,30,224.2,119.8,508.5,170.0,28.88,29.51,28.94,29.31,28.52,28.76,0,0,0,0,0,0,20.1,22.3,16.6,20.2,18.4,19.0,-27,-48,-83,-105,-83,-114
2026-07-27T23:01:07,4.2039,1,6,30,205.6,126.3,508.5,171.9,29.68,29.26,28.57,29.71,29.72,29.71,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T23:01:37,4.2123,1,6,30,227.0,116.8,508.5,172.9,29.67,29.32,29.31,29.66,29.77,29.46,0,0,0,0,0,0,21.6,23.8,24.3,25.8,24.1,25.7,21,41,20,141,46,121
2026-07-27T23:02:07,4.2206,1,6,30,221.3,114.4,517.4,171.6,29.41,29.1,29.72,29.16,29.51,29.24,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T23:02:37,4.229,1,6,30,235.0,113.1,517.4,170.1,28.78,26.91,28.96,27.9,29.59,29.87,0,0,0,0,0,0,23.8,22.1,22.4,21.0,23.6,23.9,-59,-75,-47,-116,-91,-92
2026-07-27T23:03:07,4.2373,1,6,30,229.8,100.0,506.4,163.2,26.71,26.41,27.76,27.3,26.17,25.91,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T23:03:37,4.2456,1,6,30,224.0,103.2,439.2,170.7,29.47,29.58,29.74,29.72,29.31,29.67,0,0,0,0,0,0,24.6,25.1,27.5,26.4,22.6,23.5,-27,-72,-68,-75,-6,-122
2026-07-27T23:04:07,4.254,1,6,30,212.6,112.9,439.6,169.4,29.59,29.54,29.69,29.72,29.71,29.7,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T23:04:37,4.2623,1,6,30,229.4,108.4,439.8,171.9,29.73,29.72,29.73,29.48,29.72,29.67,0,0,0,0,0,0,27.4,20.1,21.9,27.7,21.3,23.5,109,92,126,205,187,146
2026-07-27T23:05:07,4.2707,1,6,30,222.9,120.7,439.8,171.5,29.7,29.75,29.68,29.72,29.71,29.73,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T23:05:37,4.279,1,6,30,216.4,111.3,437.8,170.9,29.18,29.07,29.19,29.58,29.81,28.28,0,0,0,0,0,0,20.4,18.4,17.4,15.7,18.5,17.4,-27,7,-30,-80,-52,-79
2026-07-27T23:06:07,4.2874,1,6,30,216.5,110.3,437.8,171.4,29.38,28.74,29.32,29.26,29.5,28.58,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T23:06:37,4.2957,1,6,30,224.3,113.0,437.8,172.1,28.41,28.6,28.88,28.32,28.9,27.74,0,0,0,0,0,0,20.9,20.1,17.7,20.4,20.6,21.3,25,7,-15,-22,3,11
2026-07-27T23:07:07,4.304,1,6,30,213.7,120.8,437.8,171.4,29.1,28.92,29.49,26.97,29.78,26.39,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T23:07:37,4.3124,1,6,30,213.7,126.0,437.8,171.5,29.22,29.53,29.33,29.75,29.53,29.11,0,0,0,0,0,0,19.9,24.8,21.8,23.2,24.9,24.6,34,5,52,29,82,-41
2026-07-27T23:08:07,4.3207,1,6,30,211.0,123.2,437.8,170.4,29.71,29.52,29.69,29.72,29.72,29.52,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T23:08:37,4.3291,1,6,30,208.5,128.3,437.8,170.8,29.7,29.69,29.7,29.74,28.51,28.33,0,0,0,0,0,0,25.4,24.1,22.9,25.4,28.7,22.9,-32,-27,-24,74,65,50
2026-07-27T23:09:07,4.3374,1,6,30,232.1,119.7,437.8,172.5,27.88,28.31,28.89,29.36,26.51,29.49,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T23:09:37,4.3457,1,6,30,209.6,118.2,437.8,172.1,29.68,29.71,29.68,29.69,29.72,28.91,0,0,0,0,0,0,21.5,20.6,23.0,24.1,23.9,23.3,-17,-1,-16,-116,-91,-1
2026-07-27T23:10:07,4.3541,1,6,30,200.6,121.7,437.8,169.8,27.43,28.91,29.11,28.9,28.92,28.7,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T23:10:37,4.3624,1,6,30,216.2,122.7,437.8,168.7,29.08,29.18,29.61,29.29,29.1,29.31,0,0,0,0,0,0,20.9,23.1,18.4,17.2,17.3,19.1,16,41,24,13,-3,42
2026-07-27T23:11:07,4.3708,1,6,34,218.8,112.0,438.5,171.6,27.09,28.17,29.73,28.8,29.05,27.09,0,0,0,0,0,0,,,,,,,,,,,,
2026-07-27T23:11:37,4.3791,1,6,37,218.9,111.0,438.4,171.4,28.89,28.51,25.95,25.35,25.78,28.08,0,0,0,0,0,0,24.2,25.6,20.6,18.6,18.8,17.2,-86,-45,-59,-68,-76,-57
